id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2302,DL,2099,ATL,MCI,3,455,142,1
2303,DL,2122,DTW,BOS,3,455,127,0
2304,DL,2426,FLL,ATL,3,455,124,0
2305,DL,55,ATL,BWI,3,455,105,1
2306,DL,680,ATL,EWR,3,455,132,0
2307,EV,5129,BOS,DCA,3,455,108,0
2308,EV,5293,BQK,ATL,3,455,80,0
2309,FL,184,ATL,DCA,3,455,101,0
2310,FL,224,MKE,LAS,3,455,250,0
2311,FL,360,ATL,LGA,3,455,127,1
2312,FL,486,MCO,BWI,3,455,128,0
2313,FL,672,MCO,MKE,3,455,176,0
2314,FL,72,FLL,ATL,3,455,113,0
2315,MQ,2825,DFW,TUL,3,455,60,0
2316,MQ,3065,LAX,SAN,3,455,45,0
2317,MQ,3272,PIA,DFW,3,455,135,0
2318,MQ,4236,MEM,ORD,3,455,120,0
2319,OH,6401,CVG,MEM,3,455,103,0
2320,OO,6472,LAX,ABQ,3,455,109,0
2321,OO,6480,YUM,LAX,3,455,80,0
2322,OO,6512,LAX,COS,3,455,126,0
2323,OO,6723,AUS,SFO,3,455,238,0
2324,UA,344,PDX,SFO,3,455,118,0
2325,US,1451,CLT,SFO,3,455,342,0
2326,US,1914,CLT,ORD,3,455,120,0
2327,US,797,PHL,LAX,3,455,365,0
2328,US,881,ORD,CLT,3,455,114,1
2329,US,939,MSP,PHX,3,455,223,1
2330,WN,1027,MKE,MCI,3,455,95,0
2331,WN,1136,LAX,SFO,3,455,80,0
2332,WN,1352,SLC,OAK,3,455,130,0
2333,WN,1382,RNO,LAS,3,455,80,1
2334,WN,1425,SMF,LAS,3,455,80,1
2335,WN,1497,HOU,MSY,3,455,60,0
2336,WN,1525,BDL,BNA,3,455,160,1
2337,WN,1599,SMF,LAX,3,455,80,1
2338,WN,1601,TPA,PVD,3,455,165,0
2339,WN,1636,DAL,OKC,3,455,50,1
2340,WN,1855,PIT,PHL,3,455,80,1
2341,WN,2092,BWI,MCI,3,455,180,0
2342,WN,223,MDW,TPA,3,455,165,0
2343,WN,23,PHX,ELP,3,455,65,0
2344,WN,2459,DEN,LAS,3,455,120,1
2345,WN,2529,DEN,LAX,3,455,160,0
2346,WN,256,BUR,PHX,3,455,85,0
2347,WN,2790,HOU,TUL,3,455,80,1
2348,WN,2980,OAK,PHX,3,455,110,0
2349,WN,3415,OAK,SAN,3,455,85,0
2350,WN,572,SNA,SFO,3,455,85,0
2351,WN,588,MDW,PIT,3,455,75,1
2352,WN,786,BUF,TPA,3,455,175,1
2353,WN,983,PHL,TPA,3,455,180,1
2354,XE,2035,IAH,PIT,3,455,158,0
2355,XE,2529,EWR,BTV,3,455,87,1
2356,XE,2730,IAH,PHX,3,455,175,0
2357,XE,5988,ORD,CLE,3,455,71,0
2358,YV,2617,MEM,CLT,3,455,102,1
2359,YV,2654,CLT,IAD,3,455,79,0
2360,FL,708,DAY,ATL,3,456,108,0
2361,HA,123,HNL,LIH,3,456,36,0
2362,UA,322,SNA,SFO,3,456,103,0
2363,UA,339,BOS,DEN,3,456,283,0
2364,YV,2616,CLT,RIC,3,456,63,0
2365,UA,164,ORD,MCO,3,457,162,0
2366,UA,608,MCI,ORD,3,457,91,0
2367,US,1267,PHL,DFW,3,457,235,1
2368,XE,5970,ORD,IND,3,457,55,1
2369,F9,488,MKE,MCO,3,458,169,0
2370,HA,115,OGG,HNL,3,458,34,0
2371,OO,7755,SLC,CDC,3,459,72,0
2372,UA,270,ONT,DEN,3,459,148,0
2373,9E,3725,DTW,BUF,3,460,77,0
2374,9E,3741,ATL,HOU,3,460,141,0
2375,9E,4148,CVG,BNA,3,460,66,0
2376,9E,4287,CVG,DTW,3,460,87,1
2377,9E,4310,MEM,ATL,3,460,90,0
2378,AA,1157,DFW,SEA,3,460,265,0
2379,AA,1375,BDL,SJU,3,460,225,1
2380,AA,160,SAN,JFK,3,460,315,1
2381,AA,1920,LAX,SFO,3,460,80,0
2382,AA,573,AUS,LAX,3,460,195,0
2383,AA,592,COS,DFW,3,460,115,0
2384,AA,858,MIA,PHL,3,460,160,0
2385,AA,893,CLT,DFW,3,460,165,0
2386,AS,55,FAI,SCC,3,460,71,1
2387,AS,602,SEA,LAS,3,460,142,0
2388,AS,676,SEA,DEN,3,460,155,0
2389,B6,407,BOS,PHX,3,460,347,0
2390,B6,671,JFK,LAX,3,460,366,0
2391,B6,94,OAK,JFK,3,460,322,1
2392,CO,1554,EWR,PBI,3,460,178,0
2393,CO,393,MCO,EWR,3,460,150,0
2394,CO,485,PDX,EWR,3,460,307,1
2395,CO,92,IAH,SFO,3,460,262,1
2396,DL,1586,ATL,LGA,3,460,134,0
2397,DL,1664,STL,MSP,3,460,96,0
2398,DL,1705,IAD,ATL,3,460,124,0
2399,DL,2661,ATL,MEM,3,460,91,0
2400,DL,2892,SAN,ATL,3,460,243,1
2401,EV,5161,CHA,ATL,3,460,59,0
2402,EV,7084,ORD,DAY,3,460,66,1
2403,F9,383,FLL,DEN,3,460,268,1
2404,FL,1150,IND,RSW,3,460,156,1
2405,MQ,2816,MHK,DFW,3,460,100,0
2406,MQ,2852,SGF,DFW,3,460,95,0
2407,MQ,2965,LRD,DFW,3,460,85,1
2408,MQ,3054,LAX,SBA,3,460,40,0
2409,MQ,3317,DFW,SJT,3,460,60,1
2410,MQ,3384,CHS,DFW,3,460,190,0
2411,MQ,3972,MQT,TVC,3,460,45,0
2412,MQ,4037,ORD,PIT,3,460,85,0
2413,MQ,4268,CLE,ORD,3,460,95,0
2414,MQ,4341,ORD,RIC,3,460,115,1
2415,OH,6370,DTW,ROC,3,460,83,0
2416,OH,6423,DTW,BDL,3,460,118,0
2417,OH,6506,CVG,PHL,3,460,106,1
2418,OH,6771,DTW,SYR,3,460,87,0
2419,OO,3099,MKE,IND,3,460,64,1
2420,OO,4496,BOI,SLC,3,460,65,1
2421,OO,6668,IDA,DEN,3,460,102,0
2422,OO,7028,COS,DEN,3,460,50,0
2423,UA,290,SMF,IAD,3,460,295,1
2424,UA,449,ALB,ORD,3,460,145,0
2425,US,1099,PHL,JAX,3,460,143,0
2426,US,1155,PHL,MIA,3,460,180,1
2427,US,1171,CLT,IAH,3,460,170,0
2428,US,1270,PIT,PHL,3,460,80,0
2429,US,1497,MSY,CLT,3,460,106,1
2430,US,647,DTW,PHX,3,460,277,1
2431,US,657,PHL,SFO,3,460,384,0
2432,US,974,CLT,MSP,3,460,167,0
2433,WN,1004,MDW,MCI,3,460,90,0
2434,WN,100,ISP,FLL,3,460,185,0
2435,WN,1094,SFO,PHX,3,460,110,0
2436,WN,1181,BWI,CMH,3,460,80,1
2437,WN,1198,MCO,BNA,3,460,120,1
2438,WN,119,MDW,PHL,3,460,125,0
2439,WN,1235,MCI,BNA,3,460,95,1
2440,WN,1402,FLL,TPA,3,460,60,0
2441,WN,1921,DAL,BHM,3,460,90,0
2442,WN,24,RDU,MCO,3,460,105,0
2443,WN,2643,LAX,TUS,3,460,80,1
2444,WN,3243,PBI,ISP,3,460,160,0
2445,WN,327,SJC,BUR,3,460,60,0
2446,WN,3312,DAL,MCI,3,460,90,1
2447,WN,3768,PHX,ONT,3,460,70,0
2448,WN,464,PVD,PHL,3,460,85,1
2449,WN,480,MCO,MSY,3,460,110,0
2450,WN,758,LIT,MDW,3,460,100,0
2451,WN,785,BHM,DAL,3,460,115,1
2452,WN,944,ONT,PHX,3,460,70,0
2453,XE,2128,CLE,BOS,3,460,95,0
2454,XE,2132,IAH,LIT,3,460,78,0
2455,XE,2347,CLE,MSP,3,460,122,0
2456,XE,2504,EWR,MHT,3,460,82,0
2457,OO,6290,LAX,MRY,3,461,65,0
2458,OO,7001,COS,ORD,3,461,147,1
2459,UA,950,LAX,IAD,3,461,285,1
2460,HA,122,HNL,ITO,3,462,50,0
2461,OO,6253,SAT,SFO,3,462,235,0
2462,OO,4690,LAX,SLC,3,463,107,1
2463,OO,6371,GCC,DEN,3,463,92,0
2464,OO,6676,FAT,DEN,3,463,143,1
2465,OO,7004,SFO,SBP,3,463,65,0
2466,UA,297,BWI,SFO,3,463,372,0
2467,OO,6234,LAX,DFW,3,464,177,1
2468,OO,6466,LAX,SLC,3,464,112,0
2469,YV,2605,CLT,RDU,3,464,57,0
2470,9E,3863,JAX,MEM,3,465,120,1
2471,9E,4088,MSP,CVG,3,465,114,0
2472,AA,1167,RDU,DFW,3,465,195,0
2473,AA,1256,MIA,LGA,3,465,170,1
2474,AA,1287,AUS,DFW,3,465,65,0
2475,AA,1413,DFW,LAS,3,465,175,0
2476,AA,2081,MCO,DFW,3,465,180,0
2477,AA,575,MIA,SJU,3,465,145,1
2478,AA,595,ATL,MIA,3,465,115,1
2479,AA,726,ELP,DFW,3,465,105,0
2480,AS,881,OAK,OGG,3,465,334,0
2481,B6,336,MCO,IAD,3,465,120,0
2482,B6,363,LGA,PBI,3,465,168,0
2483,CO,1048,IAH,FLL,3,465,143,1
2484,CO,186,SNA,EWR,3,465,313,1
2485,CO,211,EWR,IAH,3,465,248,0
2486,CO,52,IAH,LAX,3,465,221,1
2487,CO,544,IAH,CLE,3,465,168,0
2488,CO,586,IAH,MCO,3,465,133,1
2489,CO,615,IAH,DFW,3,465,71,0
2490,CO,734,PHX,EWR,3,465,273,1
2491,DL,1016,ATL,MDW,3,465,109,0
2492,DL,1920,LAX,MEM,3,465,221,0
2493,DL,2097,MSP,ATL,3,465,155,0
2494,DL,2135,PIT,ATL,3,465,133,0
2495,DL,2260,MIA,ATL,3,465,129,1
2496,DL,2861,PHL,ATL,3,465,159,1
2497,EV,5115,CLE,ATL,3,465,127,0
2498,EV,5244,MOB,ATL,3,465,81,0
2499,EV,5503,HOU,ATL,3,465,118,0
2500,EV,5532,ATL,LIT,3,465,101,0
2501,EV,5551,VPS,ATL,3,465,79,0
2502,F9,170,TUS,DEN,3,465,108,0
2503,F9,868,PHX,DEN,3,465,105,0
2504,FL,1188,MCO,MLI,3,465,167,0
2505,FL,767,PBI,ATL,3,465,108,0
2506,FL,995,MKE,BOS,3,465,133,0
2507,MQ,2793,FSD,DFW,3,465,150,0
2508,MQ,3533,DFW,CLE,3,465,150,1
2509,MQ,3810,ORD,CLE,3,465,80,0
2510,MQ,3970,ORD,BWI,3,465,115,0
2511,OO,4517,BIL,SLC,3,465,83,0
2512,OO,4820,LAX,LAS,3,465,70,0
2513,OO,6254,FAT,SFO,3,465,67,0
2514,UA,605,DCA,ORD,3,465,132,0
2515,UA,648,ABQ,DEN,3,465,88,0
2516,UA,970,SAN,IAD,3,465,292,0
2517,US,1011,CLT,PBI,3,465,110,0
2518,US,1268,PHL,SJU,3,465,226,0
2519,US,1431,CLT,LAX,3,465,322,1
2520,US,1488,LAX,CLT,3,465,265,0
2521,US,1521,CLT,DEN,3,465,225,0
2522,US,1540,PHX,CLT,3,465,216,0
2523,US,1813,CLT,TPA,3,465,100,1
2524,US,1987,CLT,RSW,3,465,113,0
2525,US,400,CMH,PHX,3,465,274,0
2526,US,88,ATL,PHX,3,465,269,1
2527,WN,1026,PVD,MCO,3,465,190,0
2528,WN,1057,GEG,OAK,3,465,135,0
2529,WN,1087,BNA,FLL,3,465,130,0
2530,WN,1115,BWI,MDW,3,465,130,0
2531,WN,1117,TUL,HOU,3,465,95,1
2532,WN,1127,DAL,STL,3,465,100,0
2533,WN,1289,SEA,SMF,3,465,105,0
2534,WN,1739,OAK,LAS,3,465,85,1
2535,WN,1933,MDW,CMH,3,465,70,0
2536,WN,2022,FLL,LAS,3,465,340,0
2537,WN,20,BWI,HOU,3,465,225,1
2538,WN,237,PDX,RNO,3,465,80,0
2539,WN,2526,BUR,OAK,3,465,75,0
2540,WN,3070,PHL,MHT,3,465,75,0
2541,WN,3420,PHX,LAS,3,465,65,0
2542,WN,3421,ORF,BWI,3,465,55,1
2543,WN,3485,BNA,MCO,3,465,110,1
2544,WN,3596,RSW,MCO,3,465,45,0
2545,WN,399,LAS,SNA,3,465,60,0
2546,WN,512,SAN,LAS,3,465,70,1
2547,WN,627,MCO,ISP,3,465,145,1
2548,WN,703,TUL,DEN,3,465,110,0
2549,WN,792,BNA,JAX,3,465,85,1
2550,WN,812,BWI,PVD,3,465,70,0
2551,WN,859,TPA,MDW,3,465,165,1
2552,WN,971,ONT,SJC,3,465,70,0
2553,XE,2541,CLE,CLT,3,465,88,0
2554,XE,3059,IAH,MOB,3,465,76,0
2555,YV,2854,FLG,PHX,3,465,71,0
2556,OO,6489,SFO,CIC,3,466,55,1
2557,UA,20,SMF,DEN,3,466,153,0
2558,YV,7254,ORD,SAV,3,466,120,0
2559,YV,7283,SAT,ORD,3,466,160,0
2560,UA,743,PIT,DEN,3,467,228,1
2561,US,1640,CLT,EWR,3,468,102,1
2562,B6,305,IAD,FLL,3,469,156,1
2563,DL,2813,GRR,MSP,3,469,101,0
2564,AA,1077,DFW,SFO,3,470,230,1
2565,AA,1347,SAT,DFW,3,470,70,0
2566,AA,1839,DFW,SAT,3,470,60,0
2567,AA,863,DFW,MIA,3,470,165,1
2568,AS,522,SEA,BUR,3,470,145,0
2569,AS,61,SEA,JNU,3,470,156,0
2570,B6,1795,DCA,FLL,3,470,151,1
2571,B6,37,JFK,TPA,3,470,176,0
2572,B6,592,MCO,HPN,3,470,152,0
2573,CO,282,IAH,BOS,3,470,218,0
2574,CO,408,IAH,EWR,3,470,206,0
2575,CO,440,SLC,IAH,3,470,178,0
2576,DL,16,LAX,ATL,3,470,251,1
2577,DL,1868,LAX,MSP,3,470,221,0
2578,DL,1904,FLL,DTW,3,470,185,1
2579,DL,2753,LGA,TPA,3,470,188,0
2580,F9,326,MKE,BOS,3,470,133,0
2581,F9,572,SLC,DEN,3,470,82,1
2582,MQ,2765,DFW,DSM,3,470,110,0
2583,MQ,3011,LAX,FAT,3,470,60,1
2584,MQ,3771,ORD,IAH,3,470,165,1
2585,MQ,3967,ORD,OMA,3,470,95,1
2586,MQ,4285,ORD,CLT,3,470,115,0
2587,OO,3045,MKE,PIT,3,470,86,1
2588,OO,4795,BZN,SLC,3,470,75,0
2589,OO,6379,LAX,SBP,3,470,61,0
2590,OO,6606,EGE,DEN,3,470,53,0
2591,OO,7759,SLC,EKO,3,470,65,1
2592,UA,365,DTW,ORD,3,470,85,0
2593,UA,368,MSY,IAD,3,470,145,0
2594,UA,916,SEA,IAD,3,470,296,0
2595,US,1747,PHL,LAS,3,470,342,0
2596,US,1885,PHL,FLL,3,470,180,0
2597,US,1894,PBI,PHL,3,470,156,0
2598,US,335,LAX,PHX,3,470,88,0
2599,US,801,CLT,MCO,3,470,97,0
2600,US,97,PHL,PIT,3,470,81,0
2601,US,981,PHL,DEN,3,470,264,0
2602,WN,1031,SAN,SMF,3,470,100,0
2603,WN,1091,ELP,LAS,3,470,115,1
2604,WN,1185,MSY,LAS,3,470,240,0
2605,WN,1265,SDF,MDW,3,470,75,0
2606,WN,1383,PDX,GEG,3,470,60,0
2607,WN,1938,OAK,ONT,3,470,75,0
2608,WN,2175,ALB,MCO,3,470,195,0
2609,WN,2205,SAN,OAK,3,470,85,0
2610,WN,250,MCO,STL,3,470,155,1
2611,WN,2543,MDW,DTW,3,470,70,0
2612,WN,367,BNA,ECP,3,470,80,0
2613,WN,3773,LAS,PHX,3,470,70,1
2614,WN,697,AUS,LAS,3,470,185,1
2615,WN,711,SAT,LAS,3,470,175,0
2616,XE,2268,IAH,LFT,3,470,72,0
2617,XE,3032,IAH,CLT,3,470,144,1
2618,YV,2651,DSM,PHX,3,470,205,0
2619,OO,6669,GUC,DEN,3,471,50,0
2620,UA,72,HNL,SFO,3,471,322,0
2621,UA,914,SFO,IAD,3,471,303,0
2622,OO,7029,SFO,SLC,3,473,107,0
2623,UA,848,SJC,DEN,3,473,164,0
2624,OO,7797,SLC,SUN,3,474,72,1
2625,9E,3999,PHF,ATL,3,475,132,1
2626,9E,4085,JFK,BUF,3,475,104,0
2627,AA,1099,IND,DFW,3,475,150,0
2628,AA,1137,ORD,MSY,3,475,140,0
2629,AA,1140,DFW,ATL,3,475,125,0
2630,AA,1430,DFW,TPA,3,475,135,0
2631,AA,1765,IAD,SJU,3,475,230,1
2632,AA,1775,RSW,DFW,3,475,185,1
2633,AA,1871,PBI,DFW,3,475,190,0
2634,AA,2043,MCI,DFW,3,475,110,0
2635,AA,2328,DFW,ORD,3,475,140,1
2636,AA,2411,DFW,LAX,3,475,205,1
2637,AA,33,JFK,LAX,3,475,380,0
2638,B6,1061,JFK,AUS,3,475,257,0
2639,B6,733,BOS,SJU,3,475,237,0
2640,CO,347,ORD,IAH,3,475,155,0
2641,CO,706,IAH,TPA,3,475,120,1
2642,DL,1492,PHX,MSP,3,475,184,1
2643,DL,2194,PBI,ATL,3,475,121,0
2644,DL,2232,ORD,MSP,3,475,94,1
2645,DL,2376,SNA,MSP,3,475,220,0
2646,DL,325,IND,DTW,3,475,81,0
2647,EV,5071,ATL,HSV,3,475,58,0
2648,EV,5575,ILM,ATL,3,475,97,1
2649,MQ,2719,DFW,TYS,3,475,115,0
2650,MQ,2748,DFW,GSP,3,475,125,0
2651,MQ,2833,DFW,CID,3,475,115,0
2652,MQ,3016,SAN,LAX,3,475,40,0
2653,MQ,3204,DFW,SHV,3,475,55,0
2654,MQ,3381,DFW,JAN,3,475,80,1
2655,MQ,3799,ABQ,ORD,3,475,160,0
2656,MQ,3867,DTW,ORD,3,475,95,0
2657,MQ,3905,DAY,ORD,3,475,80,0
2658,MQ,4256,ORD,CHA,3,475,95,0
2659,MQ,4495,BOS,LGA,3,475,80,0
2660,MQ,4535,CMH,LGA,3,475,105,1
2661,OH,6404,DCA,BOS,3,475,93,0
2662,OO,3110,MKE,CAK,3,475,78,0
2663,OO,6625,DEN,BZN,3,475,110,0
2664,UA,311,EWR,DEN,3,475,279,0
2665,UA,374,MSP,ORD,3,475,85,0
2666,UA,865,BOS,ORD,3,475,171,0
2667,US,162,CLT,SAN,3,475,317,0
2668,US,1694,TPA,PHL,3,475,148,0
2669,US,1746,MCO,PHL,3,475,142,0
2670,US,1785,BNA,CLT,3,475,75,0
2671,US,1852,CLT,BWI,3,475,81,0
2672,US,1982,CLT,BOS,3,475,123,0
2673,US,407,PHL,ORD,3,475,152,0
2674,WN,1092,STL,HOU,3,475,135,0
2675,WN,1218,LAS,OAK,3,475,90,1
2676,WN,1264,BUR,LAS,3,475,60,0
2677,WN,1357,ONT,LAS,3,475,60,0
2678,WN,168,AUS,SJC,3,475,235,0
2679,WN,1838,SMF,PDX,3,475,100,0
2680,WN,195,MDW,STL,3,475,70,0
2681,WN,201,HOU,MCO,3,475,125,1
2682,WN,2,DAL,MAF,3,475,75,1
2683,WN,3238,MDW,LGA,3,475,150,0
2684,WN,339,SEA,OAK,3,475,125,1
2685,WN,3567,AUS,DAL,3,475,55,0
2686,WN,682,DEN,PHX,3,475,125,0
2687,WN,685,STL,MDW,3,475,60,1
2688,WN,821,LAX,LAS,3,475,60,1
2689,XE,2469,IAH,CRP,3,475,65,0
2690,XE,2612,IAH,CVG,3,475,135,0
2691,XE,2891,IAH,JAN,3,475,74,0
2692,YV,2853,YUM,PHX,3,475,68,0
2693,OO,6343,SFO,SNA,3,476,91,1
2694,B6,345,JFK,SRQ,3,477,183,0
2695,OH,6454,CVG,DCA,3,477,88,1
2696,OO,6390,BOI,SFO,3,477,112,1
2697,OO,6698,PDX,DEN,3,477,145,0
2698,OO,6818,ORD,CID,3,477,56,1
2699,UA,604,ORD,DCA,3,477,111,0
2700,XE,5994,BNA,ORD,3,477,107,1
